# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    4792983.00000000 1006.52642822
0.00100    4792506.00000000 1581.52697754
0.00200    4791048.00000000 2371.56884766
0.00300    4788622.00000000 3447.80786133
0.00400    4785229.00000000 4306.70605469
0.00500    4780865.00000000 5163.33447266
0.00600    4775546.50000000 5014.32373047
0.00700    4769279.50000000 5723.13574219
0.00800    4762033.50000000 7714.49462891
0.00900    4753826.50000000 9269.96191406
0.01000    4744707.00000000 9394.52050781
0.01100    4734623.00000000 9374.55468750
0.01200    4723617.50000000 13816.58105469
0.01300    4711646.00000000 14841.68554688
0.01400    4698760.50000000 13743.87500000
0.01500    4684966.00000000 15741.48632812
0.01600    4670301.50000000 13100.19628906
0.01700    4654699.00000000 13824.45703125
0.01800    4638201.00000000 15862.64843750
0.01900    4620858.00000000 13862.57519531
0.02000    4602617.00000000 26096.83984375
0.02100    4583499.00000000 21175.76757812
0.02200    4563540.00000000 15744.21386719
0.02300    4542761.50000000 21260.12500000
0.02400    4521144.50000000 22040.58007812
0.02500    4498686.00000000 24562.82617188
0.02600    4475454.50000000 25375.82812500
0.02700    4451418.00000000 24304.74218750
0.02800    4426603.00000000 21181.29687500
0.02900    4401027.50000000 23765.54882812
0.03000    4374691.00000000 22376.54492188
0.03100    4347636.00000000 29216.11523438
0.03200    4319871.00000000 23521.69921875
0.03300    4291390.00000000 24074.69726562
0.03400    4262221.50000000 22376.66406250
0.03500    4232388.00000000 22854.89453125
0.03600    4201862.50000000 25652.37304688
0.03700    4170731.25000000 26150.48437500
0.03800    4138957.50000000 29055.48437500
0.03900    4106585.75000000 29567.41796875
0.04000    4073605.00000000 40084.27734375
0.04100    4040074.50000000 30542.96484375
0.04200    4005986.75000000 25838.61718750
0.04300    3971347.75000000 26210.89648438
0.04400    3936196.75000000 31883.19531250
0.04500    3900541.50000000 34987.85937500
0.04600    3864408.50000000 40866.12500000
0.04700    3827799.00000000 35828.19921875
0.04800    3790747.50000000 33434.39453125
0.04900    3753270.25000000 28149.52734375
0.05000    3715384.25000000 42634.03515625
0.05100    3677120.25000000 51626.76953125
0.05200    3638480.25000000 28925.91796875
0.05300    3599493.00000000 29155.89453125
0.05400    3560157.50000000 32308.42968750
0.05500    3520519.75000000 41401.31640625
0.05600    3480583.00000000 32734.88476562
0.05700    3440371.75000000 35917.48437500
0.05800    3399901.50000000 45133.69531250
0.05900    3359193.75000000 36279.29687500
0.06000    3318278.00000000 36434.69531250
0.06100    3277163.50000000 45716.43359375
0.06200    3235858.00000000 48926.17578125
0.06300    3194391.00000000 30666.15429688
0.06400    3152794.50000000 30739.74804688
0.06500    3111070.50000000 40039.48046875
0.06600    3069231.25000000 33930.35156250
0.06700    3027311.50000000 37054.29296875
0.06800    2985310.25000000 40167.35156250
0.06900    2943270.25000000 55627.81250000
0.07000    2901191.25000000 33987.45703125
0.07100    2859104.75000000 33966.16406250
0.07200    2817007.00000000 30846.22851562
0.07300    2774942.50000000 40042.42187500
0.07400    2732898.25000000 49192.16796875
0.07500    2690909.25000000 49082.18750000
0.07600    2648996.50000000 39774.68359375
0.07700    2607162.25000000 51856.46093750
0.07800    2565432.50000000 33440.41406250
0.07900    2523817.75000000 33314.39453125
0.08000    2482335.25000000 33176.41406250
0.08100    2441003.25000000 45036.51171875
0.08200    2399831.50000000 35853.48437500
0.08300    2358828.00000000 56470.34375000
0.08400    2318031.75000000 35465.88671875
0.08500    2277426.00000000 29378.79492188
0.08600    2237042.25000000 40870.76171875
0.08700    2196901.50000000 31899.01171875
0.08800    2156988.00000000 28795.79296875
0.08900    2117342.75000000 34300.95312500
0.09000    2077959.87500000 42546.23046875
0.09100    2038866.50000000 28136.35937500
0.09200    2000059.75000000 33481.00390625
0.09300    1961563.37500000 33189.65234375
0.09400    1923376.37500000 32889.73828125
0.09500    1885514.62500000 40727.11718750
0.09600    1847989.62500000 37643.55078125
0.09700    1810808.37500000 34604.55078125
0.09800    1773988.25000000 26343.72656250
0.09900    1737530.75000000 41700.74218750
0.10000    1701442.12500000 28354.53320312
0.10100    1665731.62500000 38228.54296875
0.10200    1630414.25000000 45341.82421875
0.10300    1595487.87500000 34845.45703125
0.10400    1560964.50000000 27043.71093750
0.10500    1526862.75000000 29132.54296875
0.10600    1493157.12500000 38344.27734375
0.10700    1459886.00000000 37840.24609375
0.10800    1427036.62500000 27998.45898438
0.10900    1394620.00000000 29914.59960938
0.11000    1362643.12500000 29494.41210938
0.11100    1331110.87500000 22362.66406250
0.11200    1300020.12500000 26442.41015625
0.11300    1269372.62500000 23876.90039062
0.11400    1239189.25000000 27788.82031250
0.11500    1209460.37500000 23149.07226562
0.11600    1180194.87500000 24854.90429688
0.11700    1151377.25000000 22417.31640625
0.11800    1123031.25000000 22050.72070312
0.11900    1095144.87500000 21683.86914062
0.12000    1067724.12500000 23255.03320312
0.12100    1040779.06250000 20950.88281250
0.12200    1014298.43750000 26199.33007812
0.12300    988283.43750000 29411.31640625
0.12400    962742.93750000 23466.85937500
0.12500    937662.93750000 23038.37890625
0.12600    913056.87500000 24351.22656250
0.12700    888920.62500000 18774.00390625
0.12800    865241.25000000 20090.90234375
0.12900    842031.37500000 16419.61328125
0.13000    819287.56250000 20928.70312500
0.13100    797000.75000000 17358.67773438
0.13200    775173.68750000 20104.12890625
0.13300    753803.00000000 19696.87304688
0.13400    732890.75000000 14841.03808594
0.13500    712424.93750000 21800.20312500
0.13600    692410.75000000 21343.56250000
0.13700    672839.87500000 16713.34375000
0.13800    653711.93750000 13629.89453125
0.13900    635020.50000000 25337.32031250
0.14000    616762.81250000 15653.44042969
0.14100    598938.50000000 15308.86816406
0.14200    581534.87500000 19958.27734375
0.14300    564558.81250000 14633.36523438
0.14400    547992.25000000 13110.71582031
0.14500    531841.75000000 12812.06835938
0.14600    516098.46875000 18207.95507812
0.14700    500760.90625000 12228.58105469
0.14800    485812.93750000 17372.66992188
0.14900    471261.43750000 13784.39746094
0.15000    457096.75000000 12423.89062500
0.15100    443311.43750000 13139.75195312
0.15200    429903.59375000 11839.54589844
0.15300    416865.68750000 14444.39746094
0.15400    404188.15625000 15035.80078125
0.15500    391873.65625000 10086.82812500
0.15600    379907.75000000 10736.19335938
0.15700    368291.59375000 12219.91503906
0.15800    357012.90625000 8514.75781250
0.15900    346067.56250000 9136.18457031
0.16000    335451.78125000 9721.39355469
0.16100    325160.65625000 10271.82617188
0.16200    315183.34375000 10018.10253906
0.16300    305515.75000000 8267.25585938
0.16400    296151.62500000 7329.75292969
0.16500    287084.50000000 10007.76562500
0.16600    278308.93750000 6971.63916016
0.16700    269816.71875000 14278.70117188
0.16800    261603.35937500 9947.46875000
0.16900    253664.17187500 8408.96777344
0.17000    245989.95312500 7571.57080078
0.17100    238574.12500000 8001.77636719
0.17200    231412.81250000 7806.71142578
0.17300    224498.82812500 8789.12988281
0.17400    217827.45312500 5717.97119141
0.17500    211392.06250000 7254.97607422
0.17600    205183.32812500 7081.90332031
0.17700    199200.79687500 6382.39355469
0.17800    193433.85937500 5713.06933594
0.17900    187879.62500000 7101.85009766
0.18000    182531.78125000 5451.31201172
0.18100    177385.10937500 7263.92041016
0.18200    172430.18750000 4733.20898438
0.18300    167664.28125000 6015.79492188
0.18400    163082.37500000 7693.41162109
0.18500    158680.62500000 7083.50341797
0.18600    154449.50000000 4765.53955078
0.18700    150384.98437500 5513.11376953
0.18800    146482.82812500 4152.78857422
0.18900    142739.45312500 4474.88232422
0.19000    139143.84375000 4783.76562500
0.19100    135700.50000000 5862.26220703
0.19200    132395.00000000 5749.25292969
0.19300    129230.23437500 4136.65966797
0.19400    126195.74218750 3691.22558594
0.19500    123288.79687500 3624.69067383
0.19600    120506.79687500 4629.26904297
0.19700    117843.39843750 3849.94409180
0.19800    115293.77343750 3441.51928711
0.19900    112857.21875000 4062.86010742
0.20000    110524.53906250 3665.54638672
0.20100    108295.75000000 3609.49755859
0.20200    106164.16406250 3879.23876953
0.20300    104129.17187500 3823.62329102
0.20400    102184.03125000 3456.37500000
0.20500    100326.57031250 3100.09130859
0.20600    98551.71093750  4590.04638672
0.20700    96857.67968750  5137.33154297
0.20800    95241.44531250  3881.56518555
0.20900    93701.63281250  2951.60156250
0.21000    92228.45312500  4086.64282227
0.21100    90824.16406250  3177.02929688
0.21200    89484.50781250  3430.83618164
0.21300    88204.92968750  3963.92968750
0.21400    86986.64843750  3646.91552734
0.21500    85825.01562500  3058.80371094
0.21600    84715.09375000  3860.46704102
0.21700    83658.19531250  3556.31005859
0.21800    82648.17968750  3257.99145508
0.21900    81684.03906250  2965.13085938
0.22000    80764.17968750  2677.33276367
0.22100    79888.28906250  3192.33618164
0.22200    79051.36718750  3173.12207031
0.22300    78251.47656250  2629.24975586
0.22400    77485.90625000  3661.20922852
0.22500    76757.73437500  3122.50463867
0.22600    76058.85156250  3107.76489258
0.22700    75391.98437500  3094.08715820
0.22800    74753.59375000  2824.56469727
0.22900    74140.96093750  2813.64965820
0.23000    73554.96093750  3313.28320312
0.23100    72994.26562500  3302.26074219
0.23200    72453.57031250  2785.47753906
0.23300    71936.38281250  4039.94750977
0.23400    71439.41406250  2770.06347656
0.23500    70958.42968750  2511.92846680
0.23600    70498.35156250  3007.45996094
0.23700    70053.57812500  4251.55175781
0.23800    69625.18750000  3494.48828125
0.23900    69209.87500000  3737.33325195
0.24000    68808.62500000  2736.17504883
0.24100    68422.00781250  2980.46289062
0.24200    68045.87500000  2976.32666016
0.24300    67680.79687500  3467.96435547
0.24400    67326.25000000  3711.35986328
0.24500    66980.71875000  2718.74731445
0.24600    66645.00781250  2963.03710938
0.24700    66316.86718750  2713.68627930
0.24800    65996.67187500  2711.47338867
0.24900    65682.54687500  2955.71484375
0.25000    65375.75781250  2707.53710938
0.25100    65074.44921875  3935.70288086
0.25200    64780.45703125  2950.10205078
0.25300    64490.05859375  3685.60717773
0.25400    64204.54296875  2701.40625000
0.25500    63922.85937500  2700.10180664
0.25600    63645.91015625  3680.32495117
0.25700    63371.46093750  2942.97070312
0.25800    63101.32812500  3186.93286133
0.25900    62833.48828125  2695.55664062
0.26000    62569.05468750  2939.49438477
0.26100    62305.46484375  2448.60473633
0.26200    62046.06640625  2937.26098633
0.26300    61786.58984375  2691.42407227
0.26400    61529.64062500  2934.96386719
0.26500    61274.55078125  3911.76757812
0.26600    61021.04296875  2443.89282227
0.26700    60768.20312500  2442.88183594
0.26800    60517.66015625  2441.88769531
0.26900    60266.25390625  2440.78344727
0.27000    60016.97265625  2927.62792969
0.27100    59767.49609375  2926.21679688
0.27200    59521.22265625  3656.09130859
0.27300    59273.47265625  2436.13964844
0.27400    59024.59375000  3408.67041016
0.27500    58779.04687500  2433.45263672
0.27600    58531.58593750  3404.78271484
0.27700    58286.33593750  2430.54028320
0.27800    58040.45312500  2671.89257812
0.27900    57795.19140625  2912.87768555
0.28000    57549.61718750  2910.85961914
0.28100    57304.96093750  2908.80004883
0.28200    57060.02343750  3148.85742188
0.28300    56815.80859375  3630.53051758
0.28400    56570.98437500  3143.93261719
0.28500    56327.08984375  2899.71875000
0.28600    56082.51562500  2655.78759766
0.28700    55837.97656250  2412.20068359
0.28800    55594.38671875  2651.01855469
0.28900    55350.85156250  3852.41943359
0.29000    55106.84765625  2645.95556641
0.29100    54864.44531250  2403.06274414
0.29200    54621.67187500  2640.68505859
0.29300    54379.17578125  3117.55834961
0.29400    54136.25390625  2395.52929688
0.29500    53894.83984375  2871.51733398
0.29600    53652.85546875  3107.30517578
0.29700    53411.08203125  2387.47558594
0.29800    53170.80078125  2623.18164062
0.29900    52930.45312500  2381.87060547
0.30000    52690.65625000  2616.88159180
0.30100    52451.55078125  3088.87207031
0.30200    52212.16406250  3084.95581055
0.30300    51974.61328125  4029.07202148
0.30400    51737.63671875  3550.49560547
0.30500    51499.99609375  2600.23486328
0.30600    51263.93359375  3068.91552734
0.30700    51029.25390625  2357.55151367
0.30800    50794.49609375  3060.62255859
0.30900    50561.55468750  2586.22363281
0.31000    50328.83984375  4226.11279297
0.31100    50097.53125000  3047.93408203
0.31200    49867.14453125  2341.26245117
0.31300    49637.91015625  2337.94580078
0.31400    49409.78906250  2801.53515625
0.31500    49182.87109375  2564.39501953
0.31600    48956.89453125  2327.90039062
0.31700    48732.91406250  2557.01611328
0.31800    48509.61328125  2321.18505859
0.31900    48288.97656250  2549.65795898
0.32000    48068.62890625  3471.75708008
0.32100    47850.31250000  3928.98925781
0.32200    47634.21093750  3461.81665039
0.32300    47418.75000000  4148.19238281
0.32400    47205.64453125  2301.27514648
0.32500    46993.69140625  2757.58984375
0.32600    46783.53515625  2294.73242188
0.32700    46575.53125000  3666.42602539
0.32800    46370.48437500  2517.22192383
0.32900    46166.08203125  2513.74340820
0.33000    45964.44921875  2966.77539062
0.33100    45764.17187500  3190.67846680
0.33200    45567.32812500  3186.52343750
0.33300    45371.78515625  2727.75170898
0.33400    45179.01562500  2951.31933594
0.33500    44987.89843750  2947.60717773
0.33600    44799.50781250  2943.99975586
0.33700    44613.21875000  2261.89038086
0.33800    44429.85937500  3162.96191406
0.33900    44248.63281250  2482.34838867
0.34000    44069.40625000  3155.81030273
0.34100    43893.00000000  2927.22436523
0.34200    43720.59375000  3149.19433594
0.34300    43549.14062500  2247.13574219
0.34400    43381.87109375  2469.51318359
0.34500    43216.91406250  2242.95800781
0.34600    43054.57421875  3137.38696289
0.34700    42894.63671875  3358.65014648
0.34800    42737.50781250  2908.50122070
0.34900    42584.00000000  2235.66015625
0.35000    42432.52734375  2457.47998047
0.35100    42284.65625000  2232.62988281
0.35200    42138.97656250  3123.76269531
0.35300    41996.54296875  2453.01806641
0.35400    41856.57421875  2451.74877930
0.35500    41720.14062500  2450.64111328
0.35600    41585.94140625  2449.61987305
0.35700    41455.12109375  3339.21020508
0.35800    41327.39843750  2670.57666016
0.35900    41202.67187500  2669.93334961
