# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000    4793036.50000000 1006.53765869
0.00100    4792491.50000000 1581.52221680
0.00200    4790822.50000000 2371.45727539
0.00300    4788086.00000000 3447.42187500
0.00400    4784290.00000000 4305.86132812
0.00500    4779371.50000000 5161.72167969
0.00600    4773403.50000000 5012.07373047
0.00700    4766376.00000000 5719.65136719
0.00800    4758249.50000000 7708.36474609
0.00900    4749034.00000000 9260.61718750
0.01000    4738755.00000000 9382.73535156
0.01100    4727427.00000000 9360.30566406
0.01200    4715084.00000000 13791.62109375
0.01300    4701709.50000000 14810.38476562
0.01400    4687308.50000000 13710.37792969
0.01500    4671887.50000000 15697.54296875
0.01600    4655461.50000000 13058.57031250
0.01700    4638072.50000000 13775.07617188
0.01800    4619700.00000000 15799.37500000
0.01900    4600383.00000000 13801.14941406
0.02000    4580062.00000000 25968.95312500
0.02100    4558800.00000000 21061.65820312
0.02200    4536651.50000000 15651.44921875
0.02300    4513583.50000000 21123.57226562
0.02400    4489611.50000000 21886.85546875
0.02500    4464778.50000000 24377.69140625
0.02600    4439129.50000000 25169.86523438
0.02700    4412598.50000000 24092.78906250
0.02800    4385268.50000000 20983.50976562
0.02900    4357121.50000000 23528.45703125
0.03000    4328230.00000000 22138.89648438
0.03100    4298558.00000000 28886.31054688
0.03200    4268142.00000000 23240.03515625
0.03300    4237027.50000000 23769.72460938
0.03400    4205203.50000000 22077.32031250
0.03500    4172741.00000000 22532.80078125
0.03600    4139588.75000000 25272.19140625
0.03700    4105812.25000000 25743.44335938
0.03800    4071404.75000000 28581.26367188
0.03900    4036434.25000000 29062.32812500
0.04000    4000879.25000000 39368.65625000
0.04100    3964795.00000000 29973.85156250
0.04200    3928173.75000000 25336.72265625
0.04300    3891068.25000000 25681.05078125
0.04400    3853490.50000000 31213.27539062
0.04500    3815452.00000000 34224.60546875
0.04600    3776976.25000000 39941.52734375
0.04700    3738129.25000000 34988.89062500
0.04800    3698859.50000000 32623.94140625
0.04900    3659253.25000000 27444.40039062
0.05000    3619304.75000000 41531.52343750
0.05100    3579033.75000000 50249.63671875
0.05200    3538482.25000000 28130.93359375
0.05300    3497679.50000000 28331.20507812
0.05400    3456590.25000000 31368.55664062
0.05500    3415298.25000000 40163.91015625
0.05600    3373810.25000000 31730.68554688
0.05700    3332147.25000000 34787.62109375
0.05800    3290315.00000000 43678.93359375
0.05900    3248359.75000000 35082.28906250
0.06000    3206278.25000000 35204.93750000
0.06100    3164104.50000000 44139.26171875
0.06200    3121865.75000000 47202.61328125
0.06300    3079571.00000000 29563.88281250
0.06400    3037243.25000000 29613.12304688
0.06500    2994905.25000000 38544.43359375
0.06600    2952588.50000000 32640.86523438
0.06700    2910271.50000000 35621.72265625
0.06800    2868022.00000000 38589.23828125
0.06900    2825814.25000000 53407.89453125
0.07000    2783705.25000000 32611.10742188
0.07100    2741692.50000000 32571.30859375
0.07200    2699798.50000000 29562.79492188
0.07300    2658031.00000000 38355.39062500
0.07400    2616417.00000000 47095.50781250
0.07500    2574967.25000000 46967.40625000
0.07600    2533695.75000000 38043.44531250
0.07700    2492612.00000000 49578.05859375
0.07800    2451742.75000000 31958.46679688
0.07900    2411108.25000000 31826.63085938
0.08000    2370701.00000000 31684.42187500
0.08100    2330554.00000000 42998.72265625
0.08200    2290659.50000000 34222.45312500
0.08300    2251058.25000000 53890.33593750
0.08400    2211724.75000000 33839.39062500
0.08500    2172689.25000000 28027.69140625
0.08600    2133974.00000000 38987.70703125
